transcript	module	goodGenes
Solyc02g092870.1.1	royalblue	TRUE
Solyc02g092880.2.1	greenyellow	TRUE
Solyc02g092920.2.1	turquoise	TRUE
Solyc02g092990.1.1	turquoise	TRUE
Solyc02g093080.2.1	turquoise	TRUE
Solyc02g093130.1.1	greenyellow	TRUE
Solyc02g093190.2.1	magenta	TRUE
Solyc02g093200.2.1	magenta	TRUE
Solyc02g093290.2.1	turquoise	TRUE
Solyc02g093310.2.1	greenyellow	TRUE
Solyc02g093350.2.1	turquoise	TRUE
Solyc02g093420.2.1	turquoise	TRUE
Solyc02g093440.2.1	lightgreen	TRUE
Solyc02g093450.2.1	turquoise	TRUE
Solyc02g093500.2.1	turquoise	TRUE
Solyc02g093530.2.1	greenyellow	TRUE
Solyc02g093610.2.1	magenta	TRUE
Solyc02g093700.2.1	greenyellow	TRUE
Solyc02g093730.2.1	greenyellow	TRUE
Solyc02g093790.2.1	turquoise	TRUE
Solyc02g093870.2.1	turquoise	TRUE
Solyc02g093880.2.1	turquoise	TRUE
Solyc02g093970.2.1	lightgreen	TRUE
Solyc02g093980.2.1	magenta	TRUE
Solyc02g093990.2.1	lightgreen	TRUE
Solyc02g094060.2.1	turquoise	TRUE
Solyc02g094150.2.1	turquoise	TRUE
Solyc02g094160.1.1	turquoise	TRUE
Solyc02g094180.2.1	turquoise	TRUE
Solyc02g094190.2.1	turquoise	TRUE
Solyc02g094220.1.1	magenta	TRUE
Solyc02g094250.2.1	lightgreen	TRUE
Solyc02g094260.1.1	magenta	TRUE
Solyc02g094280.2.1	turquoise	TRUE
Solyc02g094320.2.1	turquoise	TRUE
Solyc02g094400.2.1	turquoise	TRUE
Solyc02g094440.2.1	lightgreen	TRUE
Solyc02g094470.2.1	turquoise	TRUE
Solyc02g094480.2.1	magenta	TRUE
Solyc02g094500.2.1	turquoise	TRUE
Solyc03g005070.1.1	turquoise	TRUE
Solyc03g005120.2.1	lightgreen	TRUE
Solyc03g005130.1.1	turquoise	TRUE
Solyc03g005220.2.1	magenta	TRUE
Solyc03g005260.2.1	turquoise	TRUE
Solyc03g005380.2.1	turquoise	TRUE
Solyc03g005410.2.1	greenyellow	TRUE
Solyc03g005470.2.1	turquoise	TRUE
Solyc03g005660.2.1	royalblue	TRUE
Solyc03g005820.2.1	turquoise	TRUE
Solyc03g005870.2.1	magenta	TRUE
Solyc03g005920.2.1	turquoise	TRUE
Solyc03g006000.2.1	greenyellow	TRUE
Solyc03g006020.2.1	turquoise	TRUE
Solyc03g006050.2.1	turquoise	TRUE
Solyc03g006080.2.1	turquoise	TRUE
Solyc03g006090.2.1	turquoise	TRUE
Solyc03g006100.2.1	turquoise	TRUE
Solyc03g006160.1.1	turquoise	TRUE
Solyc03g006180.2.1	turquoise	TRUE
Solyc03g006190.2.1	turquoise	TRUE
Solyc03g006240.2.1	turquoise	TRUE
Solyc03g006250.2.1	turquoise	TRUE
Solyc03g006320.1.1	greenyellow	TRUE
Solyc03g006350.2.1	turquoise	TRUE
Solyc03g006450.1.1	turquoise	TRUE
Solyc03g006460.2.1	turquoise	TRUE
Solyc03g006490.2.1	greenyellow	TRUE
Solyc03g006560.2.1	magenta	TRUE
Solyc03g006600.1.1	turquoise	TRUE
Solyc03g006620.2.1	turquoise	TRUE
Solyc03g006630.2.1	turquoise	TRUE
Solyc03g006750.1.1	lightgreen	TRUE
Solyc03g006770.2.1	turquoise	TRUE
Solyc03g006780.2.1	turquoise	TRUE
Solyc03g006790.1.1	turquoise	TRUE
Solyc03g006860.2.1	turquoise	TRUE
Solyc03g006900.1.1	greenyellow	TRUE
Solyc03g006990.1.1	magenta	TRUE
Solyc03g007000.2.1	turquoise	TRUE
Solyc03g007010.2.1	turquoise	TRUE
Solyc03g007110.2.1	turquoise	TRUE
Solyc03g007170.2.1	turquoise	TRUE
Solyc03g007230.2.1	greenyellow	TRUE
Solyc03g007240.2.1	turquoise	TRUE
Solyc03g007290.2.1	darkred	TRUE
Solyc03g007350.1.1	darkred	TRUE
Solyc03g007360.2.1	greenyellow	TRUE
Solyc03g007390.2.1	turquoise	TRUE
Solyc03g007420.2.1	turquoise	TRUE
Solyc03g007520.2.1	lightgreen	TRUE
Solyc03g007620.2.1	turquoise	TRUE
Solyc03g007650.1.1	turquoise	TRUE
Solyc03g007740.2.1	lightgreen	TRUE
Solyc03g007770.2.1	turquoise	TRUE
Solyc03g007820.2.1	turquoise	TRUE
Solyc03g007850.1.1	turquoise	TRUE
Solyc03g007890.2.1	greenyellow	TRUE
Solyc03g007900.2.1	greenyellow	TRUE
Solyc03g013030.2.1	greenyellow	TRUE
Solyc03g013160.2.1	turquoise	TRUE
Solyc03g013250.2.1	turquoise	TRUE
Solyc03g019650.2.1	turquoise	TRUE
Solyc03g019720.2.1	turquoise	TRUE
Solyc03g019750.2.1	greenyellow	TRUE
Solyc03g019770.2.1	turquoise	TRUE
Solyc03g019810.2.1	royalblue	TRUE
Solyc03g019820.2.1	greenyellow	TRUE
Solyc03g019840.2.1	lightgreen	TRUE
Solyc03g019850.2.1	turquoise	TRUE
Solyc03g019860.2.1	turquoise	TRUE
Solyc03g019880.2.1	greenyellow	TRUE
Solyc03g019900.2.1	turquoise	TRUE
Solyc03g019910.2.1	royalblue	TRUE
Solyc03g019920.1.1	turquoise	TRUE
Solyc03g019930.2.1	turquoise	TRUE
Solyc03g019940.2.1	turquoise	TRUE
Solyc03g019950.2.1	turquoise	TRUE
Solyc03g020000.2.1	lightgreen	TRUE
Solyc03g025150.2.1	lightgreen	TRUE
Solyc03g025200.2.1	turquoise	TRUE
Solyc03g025370.2.1	turquoise	TRUE
Solyc03g025410.2.1	magenta	TRUE
Solyc03g025440.2.1	lightgreen	TRUE
Solyc03g025450.2.1	turquoise	TRUE
Solyc03g025560.2.1	turquoise	TRUE
Solyc03g025580.1.1	lightgreen	TRUE
Solyc03g025590.2.1	turquoise	TRUE
Solyc03g025600.2.1	turquoise	TRUE
Solyc03g025680.2.1	turquoise	TRUE
Solyc03g025690.2.1	turquoise	TRUE
Solyc03g025710.2.1	turquoise	TRUE
Solyc03g025720.2.1	turquoise	TRUE
Solyc03g025730.2.1	turquoise	TRUE
Solyc03g025770.2.1	turquoise	TRUE
Solyc03g025830.2.1	greenyellow	TRUE
Solyc03g025840.2.1	turquoise	TRUE
Solyc03g025880.2.1	turquoise	TRUE
Solyc03g025890.1.1	turquoise	TRUE
Solyc03g025900.2.1	greenyellow	TRUE
Solyc03g025920.2.1	magenta	TRUE
Solyc03g025950.2.1	turquoise	TRUE
Solyc03g026010.1.1	darkred	TRUE
Solyc03g026120.2.1	turquoise	TRUE
Solyc03g026180.1.1	royalblue	TRUE
Solyc03g026290.2.1	royalblue	TRUE
Solyc03g026330.2.1	turquoise	TRUE
Solyc03g026370.1.1	turquoise	TRUE
Solyc03g031650.2.1	turquoise	TRUE
Solyc03g031730.2.1	turquoise	TRUE
Solyc03g031760.2.1	greenyellow	TRUE
Solyc03g031790.1.1	darkred	TRUE
Solyc03g032000.2.1	royalblue	TRUE
Solyc03g032050.2.1	lightgreen	TRUE
Solyc03g032070.2.1	greenyellow	TRUE
Solyc03g032130.2.1	turquoise	TRUE
Solyc03g032140.2.1	turquoise	TRUE
Solyc03g032170.1.1	royalblue	TRUE
Solyc03g032210.2.1	turquoise	TRUE
Solyc03g033320.2.1	darkred	TRUE
Solyc03g033340.2.1	turquoise	TRUE
Solyc03g033350.2.1	turquoise	TRUE
Solyc03g033420.2.1	lightgreen	TRUE
Solyc03g033440.1.1	royalblue	TRUE
Solyc03g033450.2.1	turquoise	TRUE
Solyc03g033460.2.1	greenyellow	TRUE
Solyc03g033470.2.1	lightgreen	TRUE
Solyc03g033480.2.1	lightgreen	TRUE
Solyc03g033490.1.1	lightgreen	TRUE
Solyc03g033520.2.1	greenyellow	TRUE
Solyc03g033530.2.1	turquoise	TRUE
Solyc03g033550.2.1	turquoise	TRUE
Solyc03g033600.2.1	darkred	TRUE
Solyc03g033650.2.1	greenyellow	TRUE
Solyc03g033680.1.1	turquoise	TRUE
Solyc03g033830.2.1	turquoise	TRUE
Solyc03g033860.1.1	turquoise	TRUE
Solyc03g033910.1.1	turquoise	TRUE
Solyc03g033950.2.1	turquoise	TRUE
Solyc03g033960.1.1	magenta	TRUE
Solyc03g033980.2.1	darkred	TRUE
Solyc03g033990.1.1	turquoise	TRUE
Solyc03g034050.2.1	turquoise	TRUE
Solyc03g034080.2.1	turquoise	TRUE
Solyc03g034230.2.1	magenta	TRUE
Solyc03g034250.2.1	magenta	TRUE
Solyc03g034270.2.1	greenyellow	TRUE
Solyc03g034380.1.1	turquoise	TRUE
Solyc03g034440.2.1	turquoise	TRUE
Solyc03g043600.1.1	turquoise	TRUE
Solyc03g043610.1.1	royalblue	TRUE
Solyc03g043620.1.1	royalblue	TRUE
Solyc03g043670.1.1	turquoise	TRUE
Solyc03g043700.2.1	turquoise	TRUE
Solyc03g043880.2.1	magenta	TRUE
Solyc03g043910.2.1	greenyellow	TRUE
Solyc03g043930.2.1	magenta	TRUE
Solyc03g044000.1.1	turquoise	TRUE
Solyc03g044100.2.1	turquoise	TRUE
Solyc03g044150.2.1	darkred	TRUE
Solyc03g044200.2.1	royalblue	TRUE
Solyc03g044220.1.1	magenta	TRUE
Solyc03g044270.2.1	magenta	TRUE
Solyc03g044300.2.1	turquoise	TRUE
Solyc03g044350.1.1	turquoise	TRUE
Solyc03g044430.2.1	lightgreen	TRUE
Solyc03g044790.2.1	darkred	TRUE
Solyc03g044880.2.1	greenyellow	TRUE
Solyc03g045000.1.1	greenyellow	TRUE
Solyc03g045010.1.1	royalblue	TRUE
Solyc03g045020.2.1	royalblue	TRUE
Solyc03g045050.2.1	turquoise	TRUE
Solyc03g045090.2.1	darkred	TRUE
Solyc03g045140.2.1	turquoise	TRUE
Solyc03g045150.1.1	turquoise	TRUE
Solyc03g046250.1.1	greenyellow	TRUE
Solyc03g046350.2.1	magenta	TRUE
Solyc03g046450.2.1	turquoise	TRUE
Solyc03g046470.2.1	greenyellow	TRUE
Solyc03g051590.1.1	royalblue	TRUE
Solyc03g051770.2.1	turquoise	TRUE
Solyc03g051780.1.1	darkred	TRUE
Solyc03g051970.2.1	turquoise	TRUE
Solyc03g052980.2.1	greenyellow	TRUE
Solyc03g053080.1.1	royalblue	TRUE
Solyc03g053100.2.1	royalblue	TRUE
Solyc03g058300.1.1	royalblue	TRUE
Solyc03g058340.2.1	magenta	TRUE
Solyc03g058390.1.1	turquoise	TRUE
Solyc03g058460.1.1	darkred	TRUE
Solyc03g058510.2.1	turquoise	TRUE
Solyc03g058860.2.1	turquoise	TRUE
Solyc03g058930.2.1	turquoise	TRUE
Solyc03g058940.2.1	turquoise	TRUE
Solyc03g058970.2.1	turquoise	TRUE
Solyc03g059070.2.1	lightgreen	TRUE
Solyc03g059150.2.1	turquoise	TRUE
Solyc03g059160.1.1	turquoise	TRUE
Solyc03g059190.2.1	turquoise	TRUE
Solyc03g059400.1.1	magenta	TRUE
Solyc03g059420.2.1	turquoise	TRUE
Solyc03g059480.1.1	turquoise	TRUE
Solyc03g059490.1.1	magenta	TRUE
Solyc03g061600.2.1	lightgreen	TRUE
Solyc03g062650.2.1	turquoise	TRUE
Solyc03g062660.2.1	magenta	TRUE
Solyc03g062680.2.1	turquoise	TRUE
Solyc03g062830.2.1	turquoise	TRUE
Solyc03g062910.2.1	magenta	TRUE
Solyc03g062930.1.1	darkred	TRUE
Solyc03g062940.2.1	turquoise	TRUE
Solyc03g063050.1.1	turquoise	TRUE
Solyc03g063060.2.1	magenta	TRUE
Solyc03g063150.2.1	magenta	TRUE
Solyc03g063220.1.1	darkred	TRUE
Solyc03g063260.2.1	turquoise	TRUE
Solyc03g063280.2.1	magenta	TRUE
Solyc03g063320.2.1	magenta	TRUE
Solyc03g063390.1.1	turquoise	TRUE
Solyc03g063480.2.1	royalblue	TRUE
Solyc03g063510.1.1	royalblue	TRUE
Solyc03g063690.1.1	turquoise	TRUE
Solyc03g063720.2.1	magenta	TRUE
Solyc03g063750.2.1	turquoise	TRUE
Solyc03g063790.1.1	royalblue	TRUE
Solyc03g065340.2.1	magenta	TRUE
Solyc03g071560.2.1	turquoise	TRUE
Solyc03g071650.1.1	turquoise	TRUE
Solyc03g071710.1.1	turquoise	TRUE
Solyc03g077910.2.1	darkred	TRUE
Solyc03g077930.2.1	lightgreen	TRUE
Solyc03g078120.2.1	turquoise	TRUE
Solyc03g078150.2.1	darkred	TRUE
Solyc03g078520.2.1	greenyellow	TRUE
Solyc03g078800.2.1	turquoise	TRUE
Solyc03g079910.2.1	lightgreen	TRUE
Solyc03g079930.2.1	magenta	TRUE
Solyc03g079970.1.1	turquoise	TRUE
Solyc03g080050.2.1	lightgreen	TRUE
Solyc03g080080.2.1	darkred	TRUE
Solyc03g080120.1.1	royalblue	TRUE
Solyc03g080140.2.1	turquoise	TRUE
Solyc03g080170.2.1	turquoise	TRUE
Solyc03g080190.2.1	magenta	TRUE
Solyc03g081200.1.1	turquoise	TRUE
Solyc03g081210.1.1	magenta	TRUE
Solyc03g081300.2.1	magenta	TRUE
Solyc03g081310.2.1	greenyellow	TRUE
Solyc03g081320.2.1	turquoise	TRUE
Solyc03g081330.1.1	turquoise	TRUE
Solyc03g082390.2.1	turquoise	TRUE
Solyc03g082410.2.1	magenta	TRUE
Solyc03g082420.2.1	greenyellow	TRUE
Solyc03g082510.1.1	magenta	TRUE
Solyc03g082540.2.1	turquoise	TRUE
Solyc03g082570.2.1	turquoise	TRUE
Solyc03g082580.2.1	turquoise	TRUE
Solyc03g082600.2.1	turquoise	TRUE
Solyc03g082680.2.1	turquoise	TRUE
Solyc03g082710.2.1	magenta	TRUE
Solyc03g082740.2.1	greenyellow	TRUE
Solyc03g082820.2.1	turquoise	TRUE
Solyc03g082850.2.1	greenyellow	TRUE
Solyc03g082890.2.1	darkred	TRUE
Solyc03g082900.2.1	turquoise	TRUE
Solyc03g082920.2.1	greenyellow	TRUE
Solyc03g082940.2.1	lightgreen	TRUE
Solyc03g083050.2.1	turquoise	TRUE
Solyc03g083060.2.1	turquoise	TRUE
Solyc03g083140.2.1	turquoise	TRUE
Solyc03g083160.1.1	turquoise	TRUE
Solyc03g083240.2.1	turquoise	TRUE
Solyc03g083280.2.1	darkred	TRUE
Solyc03g083300.2.1	turquoise	TRUE
Solyc03g083350.2.1	magenta	TRUE
Solyc03g083360.2.1	lightgreen	TRUE
Solyc03g083390.2.1	turquoise	TRUE
Solyc03g083440.2.1	turquoise	TRUE
Solyc03g083610.2.1	greenyellow	TRUE
Solyc03g083970.2.1	magenta	TRUE
Solyc03g091000.1.1	turquoise	TRUE
Solyc03g093040.2.1	greenyellow	TRUE
Solyc03g093080.2.1	turquoise	TRUE
Solyc03g093130.2.1	magenta	TRUE
Solyc03g093160.2.1	lightgreen	TRUE
Solyc03g093350.2.1	turquoise	TRUE
Solyc03g093380.1.1	greenyellow	TRUE
Solyc03g093440.2.1	turquoise	TRUE
Solyc03g093460.2.1	turquoise	TRUE
Solyc03g093490.2.1	turquoise	TRUE
Solyc03g093500.2.1	turquoise	TRUE
Solyc03g093590.1.1	turquoise	TRUE
Solyc03g093600.1.1	turquoise	TRUE
Solyc03g093630.1.1	turquoise	TRUE
Solyc03g093640.2.1	magenta	TRUE
Solyc03g093700.1.1	turquoise	TRUE
Solyc03g093800.1.1	turquoise	TRUE
Solyc03g093990.2.1	turquoise	TRUE
Solyc03g094010.2.1	turquoise	TRUE
Solyc03g094030.2.1	magenta	TRUE
Solyc03g094070.2.1	darkred	TRUE
Solyc03g094160.2.1	turquoise	TRUE
Solyc03g095190.2.1	turquoise	TRUE
Solyc03g095250.2.1	turquoise	TRUE
Solyc03g095290.2.1	darkred	TRUE
Solyc03g095300.2.1	darkred	TRUE
Solyc03g095330.2.1	turquoise	TRUE
Solyc03g095360.2.1	turquoise	TRUE
Solyc03g095660.1.1	turquoise	TRUE
Solyc03g095670.1.1	turquoise	TRUE
Solyc03g095680.1.1	lightgreen	TRUE
Solyc03g095690.2.1	lightgreen	TRUE
Solyc03g095700.1.1	turquoise	TRUE
Solyc03g095810.2.1	turquoise	TRUE
Solyc03g095840.2.1	magenta	TRUE
Solyc03g095860.2.1	turquoise	TRUE
Solyc03g095940.1.1	greenyellow	TRUE
Solyc03g096080.2.1	darkred	TRUE
Solyc03g096170.1.1	turquoise	TRUE
Solyc03g096220.2.1	turquoise	TRUE
Solyc03g096270.1.1	turquoise	TRUE
Solyc03g096290.2.1	turquoise	TRUE
Solyc03g096460.2.1	turquoise	TRUE
Solyc03g096610.1.1	turquoise	TRUE
Solyc03g096640.2.1	turquoise	TRUE
Solyc03g096650.1.1	turquoise	TRUE
Solyc03g096660.1.1	turquoise	TRUE
Solyc03g096670.2.1	greenyellow	TRUE
Solyc03g096730.2.1	turquoise	TRUE
Solyc03g096780.1.1	turquoise	TRUE
Solyc03g096800.2.1	turquoise	TRUE
Solyc03g096840.2.1	turquoise	TRUE
Solyc03g096950.2.1	turquoise	TRUE
Solyc03g096980.1.1	turquoise	TRUE
Solyc03g097020.2.1	lightgreen	TRUE
Solyc03g097030.2.1	turquoise	TRUE
Solyc03g097080.2.1	turquoise	TRUE
Solyc03g097150.2.1	turquoise	TRUE
Solyc03g097190.2.1	turquoise	TRUE
Solyc03g097260.2.1	turquoise	TRUE
Solyc03g097290.2.1	lightgreen	TRUE
Solyc03g097310.2.1	magenta	TRUE
Solyc03g097320.2.1	greenyellow	TRUE
Solyc03g097360.2.1	turquoise	TRUE
Solyc03g097400.1.1	royalblue	TRUE
Solyc03g097450.2.1	turquoise	TRUE
Solyc03g097460.2.1	magenta	TRUE
Solyc03g097760.2.1	greenyellow	TRUE
Solyc03g097840.2.1	magenta	TRUE
Solyc03g097850.1.1	lightgreen	TRUE
Solyc03g097910.2.1	turquoise	TRUE
Solyc03g097950.2.1	turquoise	TRUE
Solyc03g097990.2.1	turquoise	TRUE
Solyc03g098000.2.1	turquoise	TRUE
Solyc03g098110.2.1	turquoise	TRUE
Solyc03g098190.2.1	turquoise	TRUE
Solyc03g098410.1.1	greenyellow	TRUE
Solyc03g098420.2.1	turquoise	TRUE
Solyc03g098430.2.1	turquoise	TRUE
Solyc03g098480.1.1	turquoise	TRUE
Solyc03g098580.1.1	greenyellow	TRUE
Solyc03g098590.2.1	turquoise	TRUE
Solyc03g098730.1.1	turquoise	TRUE
Solyc03g098740.1.1	turquoise	TRUE
Solyc03g098780.1.1	greenyellow	TRUE
Solyc03g110860.2.1	darkred	TRUE
Solyc03g110910.2.1	turquoise	TRUE
Solyc03g110940.2.1	turquoise	TRUE
Solyc03g110970.2.1	magenta	TRUE
Solyc03g110980.2.1	turquoise	TRUE
Solyc03g111000.2.1	turquoise	TRUE
Solyc03g111060.2.1	magenta	TRUE
Solyc03g111070.2.1	magenta	TRUE
Solyc03g111110.1.1	turquoise	TRUE
Solyc03g111120.2.1	turquoise	TRUE
Solyc03g111130.1.1	turquoise	TRUE
Solyc03g111250.2.1	turquoise	TRUE
Solyc03g111280.1.1	turquoise	TRUE
Solyc03g111290.1.1	turquoise	TRUE
Solyc03g111340.2.1	turquoise	TRUE
Solyc03g111350.2.1	turquoise	TRUE
Solyc03g111360.2.1	turquoise	TRUE
Solyc03g111370.2.1	turquoise	TRUE
Solyc03g111450.1.1	darkred	TRUE
Solyc03g111570.2.1	greenyellow	TRUE
Solyc03g111620.1.1	turquoise	TRUE
Solyc03g111640.2.1	greenyellow	TRUE
Solyc03g111700.2.1	magenta	TRUE
Solyc03g111710.2.1	turquoise	TRUE
Solyc03g111740.2.1	magenta	TRUE
Solyc03g111770.2.1	turquoise	TRUE
Solyc03g111790.2.1	greenyellow	TRUE
Solyc03g111810.2.1	turquoise	TRUE
Solyc03g111830.2.1	turquoise	TRUE
Solyc03g111870.2.1	turquoise	TRUE
Solyc03g111970.2.1	turquoise	TRUE
Solyc03g112050.2.1	turquoise	TRUE
Solyc03g112070.2.1	lightgreen	TRUE
Solyc03g112080.1.1	magenta	TRUE
Solyc03g112160.2.1	turquoise	TRUE
Solyc03g112190.2.1	turquoise	TRUE
Solyc03g112240.1.1	turquoise	TRUE
Solyc03g112280.2.1	turquoise	TRUE
Solyc03g112300.2.1	turquoise	TRUE
Solyc03g112310.1.1	lightgreen	TRUE
Solyc03g112330.2.1	magenta	TRUE
Solyc03g112340.1.1	turquoise	TRUE
Solyc03g112360.1.1	lightgreen	TRUE
Solyc03g112370.1.1	turquoise	TRUE
Solyc03g112560.2.1	turquoise	TRUE
Solyc03g112570.2.1	greenyellow	TRUE
Solyc03g112640.2.1	turquoise	TRUE
Solyc03g112780.1.1	lightgreen	TRUE
Solyc03g112830.2.1	turquoise	TRUE
Solyc03g112850.2.1	lightgreen	TRUE
Solyc03g112880.1.1	turquoise	TRUE
Solyc03g113120.2.1	turquoise	TRUE
Solyc03g113130.2.1	lightgreen	TRUE
Solyc03g113260.1.1	greenyellow	TRUE
Solyc03g113330.2.1	turquoise	TRUE
Solyc03g113340.2.1	lightgreen	TRUE
Solyc03g113430.2.1	turquoise	TRUE
Solyc03g113500.2.1	turquoise	TRUE
Solyc03g113520.2.1	turquoise	TRUE
Solyc03g113580.1.1	lightgreen	TRUE
Solyc03g113640.2.1	greenyellow	TRUE
Solyc03g113670.2.1	magenta	TRUE
Solyc03g113730.2.1	turquoise	TRUE
Solyc03g113740.2.1	lightgreen	TRUE
Solyc03g113770.2.1	turquoise	TRUE
Solyc03g113790.2.1	turquoise	TRUE
Solyc03g113800.2.1	turquoise	TRUE
Solyc03g113820.1.1	turquoise	TRUE
Solyc03g113870.1.1	greenyellow	TRUE
Solyc03g113910.2.1	magenta	TRUE
Solyc03g113950.2.1	turquoise	TRUE
Solyc03g114000.2.1	turquoise	TRUE
Solyc03g114080.1.1	turquoise	TRUE
Solyc03g114090.1.1	turquoise	TRUE
Solyc03g114100.1.1	darkred	TRUE
Solyc03g114110.2.1	turquoise	TRUE
Solyc03g114170.2.1	magenta	TRUE
Solyc03g114300.2.1	turquoise	TRUE
Solyc03g114340.2.1	royalblue	TRUE
Solyc03g114460.2.1	turquoise	TRUE
Solyc03g114480.2.1	magenta	TRUE
Solyc03g114670.2.1	turquoise	TRUE
Solyc03g114720.2.1	royalblue	TRUE
Solyc03g114800.1.1	royalblue	TRUE
Solyc03g114830.2.1	royalblue	TRUE
Solyc03g114870.1.1	turquoise	TRUE
Solyc03g114920.1.1	lightgreen	TRUE
Solyc03g114950.2.1	turquoise	TRUE
Solyc03g115000.2.1	turquoise	TRUE
Solyc03g115010.1.1	turquoise	TRUE
Solyc03g115020.2.1	greenyellow	TRUE
Solyc03g115060.2.1	royalblue	TRUE
Solyc03g115070.1.1	greenyellow	TRUE
Solyc03g115120.1.1	turquoise	TRUE
Solyc03g115220.2.1	turquoise	TRUE
Solyc03g115230.2.1	turquoise	TRUE
Solyc03g115330.1.1	turquoise	TRUE
Solyc03g115360.2.1	lightgreen	TRUE
Solyc03g115370.2.1	lightgreen	TRUE
Solyc03g115380.1.1	magenta	TRUE
Solyc03g115410.2.1	turquoise	TRUE
Solyc03g115490.1.1	greenyellow	TRUE
Solyc03g115510.1.1	turquoise	TRUE
Solyc03g115550.2.1	turquoise	TRUE
Solyc03g115570.1.1	magenta	TRUE
Solyc03g115580.2.1	darkred	TRUE
Solyc03g115610.2.1	turquoise	TRUE
Solyc03g115640.2.1	royalblue	TRUE
Solyc03g115650.2.1	turquoise	TRUE
Solyc03g115670.1.1	turquoise	TRUE
Solyc03g115680.2.1	turquoise	TRUE
Solyc03g115690.1.1	magenta	TRUE
Solyc03g115720.2.1	turquoise	TRUE
Solyc03g115840.2.1	turquoise	TRUE
Solyc03g115870.2.1	turquoise	TRUE
Solyc03g115960.2.1	turquoise	TRUE
Solyc03g115980.1.1	turquoise	TRUE
Solyc03g116040.2.1	turquoise	TRUE
Solyc03g116170.2.1	magenta	TRUE
Solyc03g116200.1.1	royalblue	TRUE
Solyc03g116280.2.1	turquoise	TRUE
Solyc03g116290.1.1	turquoise	TRUE
Solyc03g116350.2.1	turquoise	TRUE
Solyc03g116380.2.1	lightgreen	TRUE
Solyc03g116490.1.1	turquoise	TRUE
Solyc03g116550.2.1	turquoise	TRUE
Solyc03g116560.1.1	turquoise	TRUE
Solyc03g116590.2.1	turquoise	TRUE
Solyc03g116600.2.1	greenyellow	TRUE
Solyc03g116610.2.1	turquoise	TRUE
Solyc03g116620.2.1	turquoise	TRUE
Solyc03g116640.2.1	magenta	TRUE
Solyc03g116660.2.1	magenta	TRUE
Solyc03g116680.2.1	lightgreen	TRUE
Solyc03g116730.2.1	turquoise	TRUE
Solyc03g116740.2.1	turquoise	TRUE
Solyc03g116780.2.1	greenyellow	TRUE
Solyc03g116800.2.1	turquoise	TRUE
Solyc03g116820.2.1	turquoise	TRUE
Solyc03g116900.2.1	turquoise	TRUE
Solyc03g116920.1.1	turquoise	TRUE
Solyc03g117040.2.1	turquoise	TRUE
Solyc03g117090.2.1	turquoise	TRUE
Solyc03g117100.2.1	magenta	TRUE
Solyc03g117190.1.1	turquoise	TRUE
Solyc03g117370.2.1	greenyellow	TRUE
Solyc03g117430.2.1	turquoise	TRUE
Solyc03g117440.2.1	greenyellow	TRUE
Solyc03g117520.1.1	turquoise	TRUE
Solyc03g117570.2.1	turquoise	TRUE
Solyc03g117600.2.1	magenta	TRUE
Solyc03g117610.1.1	magenta	TRUE
Solyc03g117750.2.1	turquoise	TRUE
Solyc03g117780.2.1	magenta	TRUE
Solyc03g117890.2.1	magenta	TRUE
Solyc03g117940.2.1	lightgreen	TRUE
Solyc03g118090.2.1	turquoise	TRUE
Solyc03g118160.1.1	magenta	TRUE
Solyc03g118190.2.1	turquoise	TRUE
Solyc03g118200.2.1	turquoise	TRUE
Solyc03g118260.1.1	greenyellow	TRUE
Solyc03g118300.1.1	greenyellow	TRUE
Solyc03g118340.2.1	lightgreen	TRUE
Solyc03g118450.1.1	turquoise	TRUE
Solyc03g118470.2.1	turquoise	TRUE
Solyc03g118490.2.1	darkred	TRUE
Solyc03g118500.2.1	greenyellow	TRUE
Solyc03g118550.2.1	magenta	TRUE
Solyc03g118650.2.1	turquoise	TRUE
Solyc03g118680.2.1	lightgreen	TRUE
Solyc03g118700.2.1	turquoise	TRUE
Solyc03g118710.2.1	magenta	TRUE
Solyc03g118790.1.1	turquoise	TRUE
Solyc03g118820.2.1	darkred	TRUE
Solyc03g118850.2.1	turquoise	TRUE
Solyc03g118860.2.1	royalblue	TRUE
Solyc03g118880.2.1	turquoise	TRUE
Solyc03g118890.2.1	lightgreen	TRUE
Solyc03g119030.2.1	turquoise	TRUE
Solyc03g119050.2.1	magenta	TRUE
Solyc03g119120.2.1	lightgreen	TRUE
Solyc03g119130.2.1	lightgreen	TRUE
Solyc03g119310.2.1	greenyellow	TRUE
Solyc03g119360.2.1	lightgreen	TRUE
Solyc03g119380.1.1	lightgreen	TRUE
Solyc03g119420.2.1	darkred	TRUE
Solyc03g119440.2.1	turquoise	TRUE
Solyc03g119460.2.1	magenta	TRUE
Solyc03g119520.2.1	turquoise	TRUE
Solyc03g119570.1.1	lightgreen	TRUE
Solyc03g119760.2.1	turquoise	TRUE
Solyc03g119770.2.1	turquoise	TRUE
Solyc03g119790.2.1	magenta	TRUE
Solyc03g119890.2.1	lightgreen	TRUE
Solyc03g120040.2.1	turquoise	TRUE
Solyc03g120050.2.1	turquoise	TRUE
Solyc03g120090.1.1	turquoise	TRUE
Solyc03g120110.2.1	turquoise	TRUE
Solyc03g120170.1.1	turquoise	TRUE
Solyc03g120240.2.1	turquoise	TRUE
Solyc03g120260.2.1	greenyellow	TRUE
Solyc03g120270.2.1	magenta	TRUE
